Transaction_ID,Customer_ID,Age_Group,Gender,City,Product_Category,Units_Sold,Price,Total_Spend,IoT_Feature_Used,Device_Connectivity,Carbon_Footprint_gCO2,Purchase_Date
TX001032,C5255,45-54,Non-binary,Lucknow,RFID Apparel,1,72.18,72.18,No,NA,163.96,11-11-2022
TX001033,C8088,45-54,Non-binary,Lucknow,Smart Hat,1,62.79,62.79,No,NA,458.36,18-06-2021
TX001034,C9885,35-44,Female,Lucknow,Smartwatch,1,270,270,No,NA,138.23,12-04-2025
TX001035,C6142,55+,Prefer not to say,Jaipur,Smartwatch,1,303.26,303.26,Yes,5G,258.07,20-04-2020
TX001036,C5974,35-44,Prefer not to say,Mumbai,IoT Sneakers,1,163.6,163.6,No,NA,224.87,12-05-2024
TX001037,C2086,18-24,Prefer not to say,Jaipur,RFID Apparel,1,73.03,73.03,No,NA,185.9,30-06-2020
TX001038,C7221,18-24,Female,Pune,Smartwatch,1,252.45,252.45,Yes,WiFi,382.82,19-10-2020
TX001039,C6363,18-24,Male,Delhi,Smartwatch,1,181.3,181.3,No,NA,245.41,20-05-2020
TX001040,C7133,45-54,Female,Bengaluru,RFID Apparel,1,89.17,89.17,No,NA,260.49,10-01-2025
TX001041,C8404,18-24,Female,Delhi,AR Glasses,1,433.42,433.42,No,NA,241.99,24-08-2020
TX001042,C2292,55+,Female,Mumbai,Smart Hat,1,57.11,57.11,Yes,WiFi,204.72,21-04-2023
TX001043,C4454,25-34,Non-binary,Kolkata,Smartwatch,1,291.42,291.42,No,NA,429.1,15-05-2023
TX001044,C2524,18-24,Non-binary,Jaipur,Smartwatch,1,304.42,304.42,No,NA,478.21,01-02-2020
TX001045,C6534,45-54,Female,Bengaluru,RFID Apparel,1,114.75,114.75,No,NA,109.38,23-09-2020
TX001046,C9606,25-34,Prefer not to say,Delhi,IoT Sneakers,1,223.58,223.58,No,NA,442.58,25-12-2023
TX001047,C6080,25-34,Non-binary,Bengaluru,Smartwatch,1,293.63,293.63,Yes,WiFi,157.61,04-06-2021
TX001048,C4667,18-24,Non-binary,Ahmedabad,Smartwatch,1,223.14,223.14,No,NA,312.73,22-09-2024
TX001049,C6432,45-54,Prefer not to say,Kolkata,IoT Sneakers,1,189.71,189.71,Yes,WiFi,309.9,01-05-2020
TX001050,C8001,25-34,Prefer not to say,Chennai,IoT Sneakers,1,232.02,232.02,Yes,Bluetooth,177.65,17-12-2023
TX001051,C3628,55+,Female,Pune,RFID Apparel,1,86.61,86.61,No,NA,161.16,19-02-2025
TX001052,C3121,18-24,Female,Hyderabad,Smartwatch,1,257.25,257.25,Yes,5G,271.69,24-04-2023
TX001053,C5885,25-34,Male,Lucknow,Smartwatch,1,283.65,283.65,Yes,NFC,248.24,18-06-2020
TX001054,C3859,35-44,Female,Bengaluru,AR Glasses,1,403.89,403.89,Yes,WiFi,239.54,04-09-2021
TX001055,C1319,45-54,Non-binary,Ahmedabad,Smartwatch,1,297.86,297.86,Yes,Bluetooth,311.6,05-04-2024
TX001056,C2487,55+,Male,Chennai,RFID Apparel,1,71.14,71.14,No,NA,123.33,05-11-2023
TX001057,C3671,55+,Prefer not to say,Hyderabad,Smartwatch,1,171.49,171.49,No,NA,417.58,20-01-2020
TX001058,C1181,35-44,Male,Ahmedabad,IoT Sneakers,1,230.97,230.97,No,NA,466.03,31-03-2023
TX001059,C4030,35-44,Male,Pune,IoT Sneakers,1,166.27,166.27,Yes,Bluetooth,144.79,14-03-2020
TX001060,C6138,25-34,Non-binary,Chennai,Smartwatch,1,188.46,188.46,Yes,5G,274.4,02-06-2025
TX001061,C7039,55+,Female,Chennai,Smartwatch,1,240.97,240.97,No,NA,274.7,14-09-2024
TX001062,C7949,45-54,Prefer not to say,Mumbai,Smart Jacket,1,438.48,438.48,Yes,5G,447.57,26-01-2025
TX001063,C2345,45-54,Female,Jaipur,Smart Jacket,1,454.47,454.47,Yes,WiFi,308.78,04-02-2023
TX001064,C9190,45-54,Female,Kolkata,IoT Sneakers,1,129.27,129.27,No,NA,280.49,03-10-2022
TX001065,C4989,18-24,Male,Lucknow,IoT Sneakers,1,188.74,188.74,Yes,Bluetooth,377.64,02-02-2024
TX001066,C1104,35-44,Non-binary,Pune,RFID Apparel,1,114.82,114.82,No,NA,66.37,24-10-2023
TX001067,C3001,35-44,Male,Jaipur,AR Glasses,1,578.48,578.48,Yes,Bluetooth,326.61,26-07-2021
TX001068,C8874,45-54,Prefer not to say,Hyderabad,Smartwatch,1,260.95,260.95,No,NA,308.84,02-12-2023
TX001069,C8703,45-54,Female,Jaipur,Smart Hat,1,85.65,85.65,No,NA,150.9,25-08-2022
TX001070,C9195,18-24,Non-binary,Delhi,IoT Sneakers,1,159.63,159.63,No,NA,135.51,30-07-2024
TX001071,C9168,18-24,Non-binary,Bengaluru,Smart Hat,1,56.31,56.31,No,NA,407.67,03-10-2021
TX001072,C1015,45-54,Female,Lucknow,IoT Sneakers,1,165.76,165.76,Yes,Bluetooth,344.94,19-09-2024
TX001073,C5151,35-44,Male,Lucknow,Smartwatch,1,293.96,293.96,Yes,NFC,308,04-08-2023
TX001074,C1956,25-34,Non-binary,Pune,RFID Apparel,1,102.76,102.76,No,NA,268.67,05-12-2024
TX001075,C7207,35-44,Female,Hyderabad,RFID Apparel,1,110.16,110.16,No,NA,253.39,04-01-2023
TX001076,C5485,45-54,Male,Kolkata,Smartwatch,1,312.56,312.56,Yes,5G,286.78,16-08-2020
TX001077,C6346,35-44,Non-binary,Pune,Smart Jacket,1,386.38,386.38,No,NA,335.63,30-05-2020
TX001078,C6898,35-44,Female,Ahmedabad,RFID Apparel,2,63.97,127.94,No,NA,220.31,11-11-2024
TX001079,C6297,18-24,Female,Hyderabad,IoT Sneakers,1,193.08,193.08,Yes,5G,308.71,03-03-2020
TX001080,C7928,18-24,Prefer not to say,Pune,IoT Sneakers,1,231.18,231.18,Yes,WiFi,377.66,01-02-2021
TX001081,C7721,45-54,Non-binary,Mumbai,IoT Sneakers,1,164.23,164.23,Yes,NFC,375.7,13-12-2023
TX001082,C8004,35-44,Prefer not to say,Jaipur,Smartwatch,1,219.26,219.26,No,NA,432.6,05-06-2021
TX001083,C6312,45-54,Prefer not to say,Jaipur,AR Glasses,1,363.43,363.43,No,NA,159.65,06-07-2021
TX001084,C6311,18-24,Male,Kolkata,Smartwatch,1,233.46,233.46,No,NA,129.21,28-11-2022
TX001085,C1555,25-34,Prefer not to say,Kolkata,IoT Sneakers,2,141.72,283.44,No,NA,107.12,19-07-2020
TX001086,C2439,55+,Prefer not to say,Ahmedabad,Smartwatch,1,272.62,272.62,No,NA,432.77,17-06-2025
TX001087,C7500,18-24,Male,Kolkata,Smartwatch,1,297.07,297.07,Yes,5G,204.92,10-08-2023
TX001088,C4430,35-44,Non-binary,Bengaluru,IoT Sneakers,1,216.05,216.05,No,NA,344.05,07-05-2022
TX001089,C2584,18-24,Male,Mumbai,Smart Hat,1,73.92,73.92,No,NA,262.63,25-11-2022
TX001090,C5702,35-44,Male,Chennai,RFID Apparel,1,85.82,85.82,No,NA,160.13,27-04-2021
TX001091,C3663,45-54,Male,Bengaluru,AR Glasses,2,548.71,1097.42,Yes,Bluetooth,330.08,07-03-2024
TX001092,C9246,25-34,Male,Pune,RFID Apparel,1,71.64,71.64,Yes,WiFi,233.34,30-11-2022
TX001093,C3291,55+,Male,Jaipur,RFID Apparel,1,81.41,81.41,Yes,NFC,139.58,11-05-2020
TX001094,C8246,25-34,Female,Ahmedabad,Smart Jacket,1,297.62,297.62,No,NA,169.94,06-11-2022
TX001095,C7297,25-34,Male,Pune,IoT Sneakers,1,147.35,147.35,No,NA,181.6,27-01-2020
TX001096,C9755,18-24,Non-binary,Pune,Smart Jacket,1,323.61,323.61,No,NA,234.54,30-01-2025
TX001097,C2934,18-24,Prefer not to say,Kolkata,Smart Jacket,1,355.99,355.99,No,NA,187.88,29-05-2023
TX001098,C9543,25-34,Male,Kolkata,RFID Apparel,1,81.97,81.97,No,NA,155.34,19-05-2023
TX001099,C9333,25-34,Non-binary,Mumbai,Smartwatch,1,308.96,308.96,No,NA,103.65,17-12-2022
TX001100,C8949,55+,Prefer not to say,Chennai,Smartwatch,1,289.4,289.4,No,NA,258.33,18-06-2023
TX001101,C8759,45-54,Male,Mumbai,Smartwatch,1,246.04,246.04,Yes,5G,93.44,13-06-2025
TX001102,C2134,25-34,Male,Hyderabad,Smartwatch,1,312.63,312.63,Yes,Bluetooth,217.07,11-09-2023
TX001103,C4485,18-24,Prefer not to say,Hyderabad,Smartwatch,1,168.92,168.92,No,NA,342.26,15-06-2023
TX001104,C5857,35-44,Female,Delhi,RFID Apparel,1,78.84,78.84,No,NA,82.34,23-06-2023
TX001105,C1816,35-44,Male,Lucknow,Smartwatch,1,233.88,233.88,Yes,WiFi,231.25,21-04-2025
TX001106,C1121,55+,Male,Chennai,RFID Apparel,1,90.82,90.82,No,NA,200.97,23-06-2024
TX001107,C4130,45-54,Non-binary,Kolkata,Smart Jacket,1,318.42,318.42,Yes,5G,181.77,09-01-2020
TX001108,C7424,25-34,Female,Delhi,IoT Sneakers,1,169.84,169.84,No,NA,422.48,09-05-2022
TX001109,C3184,35-44,Non-binary,Mumbai,Smartwatch,1,280.31,280.31,Yes,WiFi,106.23,19-08-2022
TX001110,C4698,25-34,Non-binary,Pune,IoT Sneakers,1,187.48,187.48,No,NA,326.27,29-01-2024
TX001111,C8934,18-24,Male,Pune,Smart Jacket,2,288.05,576.1,No,NA,352.35,06-04-2023
TX001112,C3043,25-34,Non-binary,Kolkata,RFID Apparel,1,102.12,102.12,Yes,Bluetooth,142.4,07-09-2023
TX001113,C5222,18-24,Non-binary,Pune,IoT Sneakers,1,215.57,215.57,Yes,WiFi,426.65,09-09-2022
TX001114,C9100,55+,Non-binary,Delhi,Smart Hat,1,77.89,77.89,No,NA,319.04,14-01-2021
TX001115,C9040,45-54,Prefer not to say,Ahmedabad,Smartwatch,1,259.48,259.48,No,NA,433.77,20-02-2020
TX001116,C6892,18-24,Female,Hyderabad,Smart Jacket,1,445.29,445.29,No,NA,471.51,13-12-2020
TX001117,C8759,55+,Non-binary,Hyderabad,RFID Apparel,1,76.34,76.34,Yes,NFC,142.63,27-10-2024
TX001118,C2667,35-44,Non-binary,Bengaluru,RFID Apparel,1,103.91,103.91,No,NA,111.46,26-10-2023
TX001119,C8339,55+,Prefer not to say,Mumbai,Smartwatch,1,221.98,221.98,Yes,Bluetooth,131.07,26-05-2024
TX001120,C5670,45-54,Prefer not to say,Mumbai,IoT Sneakers,1,235.93,235.93,No,NA,236.85,16-10-2024
TX001121,C6629,45-54,Male,Chennai,Smartwatch,1,265.82,265.82,No,NA,190.45,14-07-2022
TX001122,C5691,55+,Prefer not to say,Chennai,RFID Apparel,1,65.33,65.33,No,NA,232.06,06-07-2023
TX001123,C6604,45-54,Male,Hyderabad,Smartwatch,1,231.77,231.77,Yes,Bluetooth,344.65,05-05-2022
TX001124,C7145,45-54,Non-binary,Kolkata,Smart Hat,1,87.56,87.56,No,NA,414.7,18-06-2025
TX001125,C1259,45-54,Female,Lucknow,RFID Apparel,1,99.05,99.05,No,NA,298.55,30-01-2020
TX001126,C7307,55+,Female,Jaipur,RFID Apparel,1,75.21,75.21,No,NA,94.59,15-12-2020
TX001127,C8024,45-54,Male,Chennai,RFID Apparel,1,112.39,112.39,Yes,5G,58.22,02-07-2023
TX001128,C2072,25-34,Female,Jaipur,AR Glasses,1,514.74,514.74,No,NA,145.52,24-05-2022
TX001129,C3476,45-54,Female,Delhi,Smart Jacket,1,474.74,474.74,Yes,5G,236.67,29-12-2022
TX001130,C3733,55+,Prefer not to say,Lucknow,AR Glasses,1,386.86,386.86,No,NA,171.07,23-03-2020
TX001131,C6989,25-34,Non-binary,Chennai,IoT Sneakers,1,216.18,216.18,Yes,Bluetooth,206.73,23-01-2021
TX001132,C4575,25-34,Prefer not to say,Kolkata,Smart Jacket,1,421.33,421.33,No,NA,313.49,01-08-2023
TX001133,C6734,55+,Female,Jaipur,RFID Apparel,1,75.22,75.22,Yes,Bluetooth,160.37,06-04-2024
TX001134,C5765,18-24,Male,Chennai,Smartwatch,1,218.35,218.35,No,NA,462.82,14-06-2024
TX001135,C8609,45-54,Female,Bengaluru,RFID Apparel,1,110.54,110.54,Yes,Bluetooth,165.78,02-09-2024
TX001136,C4064,18-24,Male,Ahmedabad,AR Glasses,1,402.08,402.08,Yes,NFC,206.45,13-11-2023
TX001137,C9220,18-24,Male,Kolkata,AR Glasses,1,504.04,504.04,No,NA,276.27,07-06-2022
TX001138,C1186,45-54,Female,Kolkata,Smartwatch,1,282.26,282.26,Yes,Bluetooth,404.69,24-09-2022
TX001139,C6215,35-44,Male,Pune,IoT Sneakers,1,166.5,166.5,Yes,5G,382.95,28-04-2024
TX001140,C2711,25-34,Male,Chennai,IoT Sneakers,1,181.63,181.63,No,NA,295.11,16-03-2023
TX001141,C7116,18-24,Male,Hyderabad,Smart Jacket,1,463.35,463.35,Yes,Bluetooth,101.44,22-01-2023
TX001142,C9253,55+,Male,Kolkata,Smartwatch,1,311.61,311.61,No,NA,366.47,17-10-2020
TX001143,C5746,35-44,Prefer not to say,Chennai,Smartwatch,1,239.07,239.07,No,NA,408.85,19-06-2023
TX001144,C7720,35-44,Non-binary,Bengaluru,Smart Hat,1,94.35,94.35,Yes,WiFi,226.73,13-11-2022
TX001145,C8979,35-44,Prefer not to say,Bengaluru,IoT Sneakers,1,208.78,208.78,No,NA,322.2,02-09-2023
TX001146,C1713,18-24,Non-binary,Kolkata,Smart Jacket,1,278.24,278.24,No,NA,370,21-04-2020
TX001147,C5884,45-54,Female,Hyderabad,Smartwatch,1,195.19,195.19,No,NA,435.54,10-05-2025
TX001148,C5801,35-44,Prefer not to say,Mumbai,AR Glasses,1,507.57,507.57,No,NA,384.16,15-11-2021
TX001149,C7515,18-24,Non-binary,Ahmedabad,Smartwatch,1,307.23,307.23,Yes,WiFi,304.8,15-01-2020
TX001150,C9101,35-44,Female,Kolkata,Smart Jacket,2,345.28,690.56,No,NA,206.12,17-12-2020
TX001151,C6754,55+,Female,Kolkata,RFID Apparel,1,84.73,84.73,Yes,NFC,111.47,29-08-2023
TX001152,C8108,18-24,Prefer not to say,Delhi,Smart Jacket,1,352.34,352.34,No,NA,153.95,01-07-2023
TX001153,C1164,55+,Prefer not to say,Bengaluru,Smart Hat,1,82.91,82.91,No,NA,165.39,28-05-2022
TX001154,C5343,18-24,Non-binary,Pune,IoT Sneakers,1,172.9,172.9,No,NA,334.64,09-03-2024
TX001155,C7787,18-24,Non-binary,Hyderabad,Smartwatch,1,312.38,312.38,No,NA,281.29,17-01-2025
TX001156,C5535,18-24,Prefer not to say,Chennai,Smartwatch,1,193.79,193.79,Yes,NFC,304.53,30-11-2021
TX001157,C4668,25-34,Female,Jaipur,Smart Jacket,1,450.29,450.29,No,NA,326.25,02-04-2025
TX001158,C7548,18-24,Female,Delhi,IoT Sneakers,1,168.89,168.89,Yes,NFC,433.45,16-03-2021
TX001159,C4636,55+,Male,Kolkata,IoT Sneakers,1,213.6,213.6,Yes,5G,123.28,20-10-2024
TX001160,C2405,18-24,Female,Chennai,Smartwatch,1,182.01,182.01,Yes,WiFi,388.89,03-06-2021
TX001161,C8497,55+,Non-binary,Pune,Smartwatch,1,186.6,186.6,No,NA,113.96,29-09-2021
TX001162,C9353,18-24,Female,Jaipur,Smartwatch,1,237.1,237.1,Yes,Bluetooth,411.69,18-10-2023
TX001163,C2811,18-24,Male,Pune,Smartwatch,1,314.24,314.24,Yes,WiFi,150.96,14-03-2023
TX001164,C9350,35-44,Non-binary,Kolkata,Smart Hat,1,70.74,70.74,No,NA,442.6,12-10-2020
TX001165,C2603,55+,Male,Ahmedabad,Smart Hat,1,64.13,64.13,No,NA,472.71,04-10-2021
TX001166,C8108,18-24,Non-binary,Delhi,Smartwatch,1,219.76,219.76,Yes,NFC,249.11,04-09-2021
TX001167,C5944,25-34,Male,Bengaluru,AR Glasses,1,488.09,488.09,No,NA,143.44,13-10-2021
TX001168,C3430,35-44,Non-binary,Mumbai,Smartwatch,2,280.54,561.08,No,NA,170.46,26-03-2023
TX001169,C4459,55+,Male,Kolkata,IoT Sneakers,1,149.48,149.48,Yes,WiFi,221.97,14-12-2023
TX001170,C1710,35-44,Non-binary,Lucknow,Smartwatch,1,197.43,197.43,No,NA,346.52,02-02-2023
TX001171,C8807,18-24,Prefer not to say,Bengaluru,Smartwatch,1,314.46,314.46,No,NA,111.48,18-10-2024
TX001172,C6865,45-54,Prefer not to say,Lucknow,IoT Sneakers,1,237.54,237.54,No,NA,406.53,26-06-2023
TX001173,C4300,35-44,Female,Chennai,RFID Apparel,2,85.44,170.88,No,NA,107.77,19-06-2020
TX001174,C3130,18-24,Non-binary,Kolkata,Smart Jacket,1,293.16,293.16,Yes,5G,190.35,11-09-2022
TX001175,C9288,55+,Non-binary,Jaipur,Smartwatch,1,178.46,178.46,Yes,5G,111.45,04-02-2024
TX001176,C3973,35-44,Female,Lucknow,IoT Sneakers,1,155.18,155.18,Yes,WiFi,426.22,27-01-2023
TX001177,C9537,45-54,Non-binary,Pune,IoT Sneakers,1,210.39,210.39,No,NA,304.77,01-03-2021
TX001178,C7515,18-24,Female,Jaipur,IoT Sneakers,1,152.59,152.59,Yes,NFC,162.06,09-02-2020
TX001179,C9532,18-24,Female,Chennai,RFID Apparel,1,115.47,115.47,No,NA,153.21,09-02-2021
TX001180,C7409,45-54,Prefer not to say,Bengaluru,Smartwatch,1,267.72,267.72,No,NA,446.9,15-09-2024
TX001181,C1518,25-34,Male,Lucknow,Smartwatch,1,218.35,218.35,Yes,WiFi,182.68,14-02-2025
TX001182,C8336,25-34,Male,Bengaluru,AR Glasses,1,369.69,369.69,Yes,Bluetooth,196.37,31-01-2020
TX001183,C8055,18-24,Non-binary,Lucknow,Smart Hat,1,61.09,61.09,No,NA,249.36,06-03-2023
TX001184,C7291,35-44,Non-binary,Jaipur,IoT Sneakers,1,220.81,220.81,No,NA,464.97,18-07-2021
TX001185,C1656,55+,Female,Ahmedabad,Smartwatch,1,212.31,212.31,No,NA,202.09,02-04-2021
TX001186,C5514,18-24,Male,Bengaluru,Smartwatch,1,239.43,239.43,No,NA,255.67,20-07-2023
TX001187,C5382,35-44,Female,Pune,Smart Hat,1,87.1,87.1,Yes,NFC,103.9,25-01-2025
TX001188,C4692,55+,Prefer not to say,Delhi,Smart Jacket,1,280.32,280.32,No,NA,388.44,16-11-2023
TX001189,C6627,25-34,Non-binary,Pune,Smart Jacket,1,312.38,312.38,No,NA,480.42,09-07-2020
TX001190,C5914,45-54,Female,Pune,RFID Apparel,1,112.65,112.65,Yes,WiFi,225.86,21-11-2021
TX001191,C8179,55+,Male,Jaipur,IoT Sneakers,1,202.28,202.28,No,NA,367.81,21-03-2023
TX001192,C7719,35-44,Male,Mumbai,Smart Hat,1,61.58,61.58,Yes,WiFi,230.37,07-08-2024
TX001193,C2808,35-44,Non-binary,Ahmedabad,AR Glasses,1,501.47,501.47,Yes,5G,403.34,12-05-2022
TX001194,C9284,35-44,Female,Lucknow,Smartwatch,1,205.67,205.67,No,NA,424.78,04-02-2025
TX001195,C5200,18-24,Prefer not to say,Mumbai,Smart Jacket,1,328.91,328.91,No,NA,207.53,29-03-2025
TX001196,C5183,55+,Male,Mumbai,Smart Jacket,1,412.61,412.61,No,NA,299.7,02-12-2023
TX001197,C5765,45-54,Prefer not to say,Chennai,Smartwatch,1,208.42,208.42,No,NA,279.95,09-10-2024
TX001198,C2646,55+,Prefer not to say,Delhi,RFID Apparel,1,110.43,110.43,Yes,WiFi,238.21,03-03-2023
TX001199,C4424,45-54,Non-binary,Kolkata,Smart Jacket,1,359.95,359.95,No,NA,167.13,30-12-2021
TX001200,C3796,45-54,Prefer not to say,Bengaluru,Smartwatch,1,315.8,315.8,Yes,NFC,314.57,16-08-2021
TX001201,C8010,35-44,Male,Lucknow,Smartwatch,1,213.21,213.21,No,NA,468.92,25-03-2022
TX001202,C8278,45-54,Female,Ahmedabad,RFID Apparel,1,90.73,90.73,No,NA,266.37,20-03-2023
TX001203,C5063,25-34,Non-binary,Bengaluru,Smart Jacket,2,336.35,672.7,Yes,5G,180.17,09-05-2022
TX001204,C4785,18-24,Non-binary,Chennai,RFID Apparel,1,76.53,76.53,No,NA,257.7,14-04-2021
TX001205,C6325,45-54,Prefer not to say,Delhi,IoT Sneakers,1,218.79,218.79,Yes,Bluetooth,267.35,14-06-2024
TX001206,C4507,55+,Female,Delhi,Smart Jacket,1,389.08,389.08,No,NA,126.9,24-04-2024
TX001207,C8692,55+,Male,Delhi,Smartwatch,1,289.87,289.87,No,NA,344.39,14-07-2022
TX001208,C3677,25-34,Female,Ahmedabad,IoT Sneakers,1,165.38,165.38,No,NA,413.12,21-05-2021
TX001209,C1911,18-24,Prefer not to say,Mumbai,Smart Jacket,1,451.36,451.36,Yes,5G,243.43,05-01-2025
TX001210,C3317,35-44,Non-binary,Pune,Smart Jacket,1,365.23,365.23,Yes,WiFi,98.13,25-03-2025
TX001211,C3135,35-44,Prefer not to say,Jaipur,Smartwatch,1,307.4,307.4,No,NA,214,06-02-2024
TX001212,C1262,25-34,Male,Chennai,IoT Sneakers,1,125.94,125.94,Yes,NFC,200.08,16-08-2020
TX001213,C2792,18-24,Prefer not to say,Mumbai,Smart Hat,1,91.66,91.66,No,NA,437.49,03-09-2023
TX001214,C7002,18-24,Prefer not to say,Delhi,RFID Apparel,1,74.53,74.53,No,NA,220.1,09-05-2020
TX001215,C8534,45-54,Male,Delhi,Smart Jacket,1,344.78,344.78,Yes,NFC,208.48,20-05-2021
TX001216,C2946,25-34,Male,Hyderabad,Smart Hat,2,91.07,182.14,Yes,5G,366.85,07-10-2022
TX001217,C2489,45-54,Non-binary,Jaipur,AR Glasses,1,616.26,616.26,No,NA,176.71,13-09-2020
TX001218,C5271,35-44,Male,Hyderabad,IoT Sneakers,1,229.4,229.4,No,NA,406.74,09-06-2023
TX001219,C6428,45-54,Prefer not to say,Ahmedabad,Smart Jacket,1,440.88,440.88,No,NA,489.47,08-07-2021
TX001220,C1417,18-24,Male,Chennai,Smartwatch,1,275.38,275.38,Yes,NFC,351.16,14-01-2020
TX001221,C9229,35-44,Male,Lucknow,Smartwatch,1,173.88,173.88,Yes,WiFi,459.68,07-06-2024
TX001222,C6487,25-34,Female,Jaipur,IoT Sneakers,1,218.88,218.88,No,NA,144.2,01-10-2020
TX001223,C6406,25-34,Male,Bengaluru,Smartwatch,1,291.47,291.47,No,NA,357.22,17-10-2022
TX001224,C5020,18-24,Non-binary,Jaipur,Smartwatch,1,309.7,309.7,No,NA,373.1,29-08-2020
TX001225,C5900,45-54,Female,Kolkata,IoT Sneakers,1,175.83,175.83,No,NA,219.22,23-10-2021
TX001226,C1017,18-24,Male,Mumbai,AR Glasses,1,385.2,385.2,Yes,5G,456.4,22-09-2023
TX001227,C7080,55+,Female,Bengaluru,Smartwatch,1,191.16,191.16,Yes,Bluetooth,431.97,30-07-2023
TX001228,C2829,18-24,Non-binary,Kolkata,AR Glasses,1,556.29,556.29,Yes,5G,395.68,24-05-2020
TX001229,C7113,55+,Prefer not to say,Mumbai,IoT Sneakers,1,228.66,228.66,No,NA,238.1,18-02-2020
TX001230,C2441,35-44,Non-binary,Hyderabad,Smartwatch,1,186.63,186.63,Yes,NFC,169.01,16-03-2024
TX001231,C7663,45-54,Female,Mumbai,RFID Apparel,2,107.85,215.7,No,NA,120.05,10-06-2023
TX001232,C7411,35-44,Non-binary,Mumbai,Smartwatch,1,283.68,283.68,Yes,Bluetooth,328.88,03-10-2024
TX001233,C7779,45-54,Female,Kolkata,AR Glasses,1,520.51,520.51,Yes,Bluetooth,200.3,11-02-2023
TX001234,C4850,18-24,Non-binary,Pune,Smartwatch,1,289.21,289.21,No,NA,386.08,03-12-2021
TX001235,C6284,55+,Male,Bengaluru,Smartwatch,1,245.03,245.03,No,NA,273.07,17-02-2023
TX001236,C9392,18-24,Female,Lucknow,Smart Jacket,1,404.64,404.64,No,NA,353.86,12-08-2024
TX001237,C9969,55+,Female,Hyderabad,AR Glasses,1,495.15,495.15,Yes,NFC,121.4,30-11-2020
TX001238,C4498,45-54,Female,Pune,Smart Jacket,1,356.61,356.61,No,NA,437.72,20-12-2022
TX001239,C1496,25-34,Non-binary,Lucknow,Smartwatch,1,304.35,304.35,No,NA,342.61,21-06-2025
TX001240,C6872,45-54,Non-binary,Kolkata,RFID Apparel,1,125.31,125.31,No,NA,190.99,24-06-2023
TX001241,C5475,35-44,Female,Delhi,Smart Jacket,1,295.14,295.14,Yes,5G,212.68,02-08-2020
TX001242,C9428,45-54,Non-binary,Chennai,Smartwatch,1,250.02,250.02,No,NA,119.95,05-06-2024
TX001243,C2516,55+,Female,Delhi,IoT Sneakers,1,223.87,223.87,Yes,WiFi,188.27,14-08-2024
TX001244,C4944,18-24,Male,Pune,Smart Jacket,1,355.32,355.32,Yes,5G,327.79,11-04-2021
TX001245,C7473,25-34,Prefer not to say,Mumbai,Smart Jacket,1,468.66,468.66,No,NA,128.68,03-09-2024
TX001246,C4306,45-54,Prefer not to say,Jaipur,Smartwatch,1,226.32,226.32,Yes,NFC,96.42,01-01-2024
TX001247,C6732,25-34,Non-binary,Ahmedabad,Smartwatch,1,189.88,189.88,Yes,5G,351.09,22-03-2023
TX001248,C2758,55+,Non-binary,Jaipur,Smartwatch,1,313.48,313.48,No,NA,236.76,30-05-2023
TX001249,C5392,45-54,Female,Delhi,Smartwatch,1,203.23,203.23,No,NA,388.93,22-11-2022
TX001250,C6234,25-34,Male,Chennai,Smartwatch,1,303.35,303.35,Yes,NFC,386.11,10-05-2023
TX001251,C2121,35-44,Non-binary,Kolkata,Smart Hat,1,48.66,48.66,No,NA,326.31,06-09-2020
TX001252,C8702,18-24,Prefer not to say,Pune,Smartwatch,2,298.81,597.62,No,NA,401.8,16-05-2020
TX001253,C6074,35-44,Prefer not to say,Pune,RFID Apparel,1,73.97,73.97,Yes,5G,95.41,20-12-2024
TX001254,C9290,18-24,Female,Bengaluru,AR Glasses,1,528.37,528.37,No,NA,348.95,19-04-2020
TX001255,C4068,55+,Female,Hyderabad,Smart Jacket,1,249.74,249.74,No,NA,166.79,29-11-2024
TX001256,C6459,35-44,Female,Delhi,RFID Apparel,1,78.97,78.97,Yes,5G,255.76,12-01-2020
TX001257,C4979,25-34,Prefer not to say,Ahmedabad,Smartwatch,1,256.38,256.38,Yes,NFC,115.15,04-03-2021
TX001258,C9962,55+,Female,Bengaluru,Smart Jacket,1,460.39,460.39,Yes,WiFi,180.41,20-02-2025
TX001259,C1944,18-24,Male,Hyderabad,IoT Sneakers,1,207.68,207.68,Yes,WiFi,421.58,10-03-2023
TX001260,C3832,18-24,Prefer not to say,Mumbai,IoT Sneakers,1,155.04,155.04,No,NA,119.33,07-03-2020
TX001261,C8544,25-34,Male,Jaipur,Smartwatch,1,163.38,163.38,No,NA,330.54,01-05-2023
TX001262,C5720,35-44,Non-binary,Jaipur,RFID Apparel,1,124.68,124.68,No,NA,200.7,06-12-2022
TX001263,C9292,55+,Male,Delhi,Smartwatch,1,275.47,275.47,No,NA,376.77,28-02-2022
TX001264,C1050,45-54,Female,Chennai,Smartwatch,1,186.28,186.28,Yes,NFC,252.12,18-08-2024
TX001265,C4905,18-24,Non-binary,Bengaluru,RFID Apparel,1,84.67,84.67,Yes,WiFi,225.82,26-01-2025
TX001266,C5973,55+,Female,Lucknow,Smartwatch,1,235.58,235.58,No,NA,346.34,06-03-2020
TX001267,C3746,55+,Prefer not to say,Lucknow,RFID Apparel,1,97.81,97.81,No,NA,163.74,10-01-2024
